Nombre,Estado,entidad,tipo,propiedad,Longtiud,Latitud
La Guama,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.81296183568962,18.725715164594423
Los Guiros,regular,INDRHI,hidrométrica,pública,-71.0009467331279,18.510579755610213
El Cacheo,regular,INDRHI,hidrométrica,pública,-71.11518734365364,18.813850646724166
Paso de Lima,regular,INDRHI,hidrométrica,pública,-71.29825708139882,19.024721732838668
Yásica Arriba,activa o bueno,INDRHI,hidrométrica,pública,-70.5932669098313,19.633654801899223
Palma Herrera,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.41089320322908,19.554687954273167
Sonador,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.53943259285978,19.598699062827677
Jamao,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.44827536963665,19.631709102508676
Los Brazos,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.43089025135968,19.66052479983721
Santa Ana,activa o bueno,INDRHI,hidrométrica,pública,-70.37064181444197,19.25907223702579
Yuna,activa o bueno,INDRHI,hidrométrica,pública,-70.2527770996094,18.9472217559814
Los Arroces,activa o bueno,INDRHI,hidrométrica,pública,-70.16638246406247,18.978662570917727
Blanco (Presa),inactiva o no reportada,INDRHI,hidrométrica,pública,-70.5213851928711,18.8827781677246
El Torito,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.45589840900307,18.75633624787512
Los Plátanos,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.31889900921068,18.786322022652474
Blanco,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.52145928951403,18.883004576435578
Rodeo,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.56839985801015,18.884394476096173
Tireo,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.63285326332577,18.91912073980787
Los Guázaros,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.52646187566172,18.85578551510011
Tireo,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.56839985801015,18.884394476096173
El Pino de Yuna,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.45617790809096,18.795503283923807
Piedra los Veganos,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.47173130635412,18.819948824444733
Hatillo,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.252830819442,18.94744770116959
Arroyón Arriba,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.52827220288945,18.859719073064994
Arroyón Abajo,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.5235354186187,18.860661432146998
Jeremías,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.48596932613987,19.2255368675608
Jamo,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.48885107788547,19.2286757322059
Cañabón,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.41887176606333,19.05394542924834
Cevicos,inactiva o no reportada,INDRHI,hidrométrica,pública,-69.98432192608104,19.006170137161302
Sabana Grande,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.06621212088187,19.035536367220256
Jayaco,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.43936202934405,19.00589914067723
Blanco,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.36809952864644,18.88716896472218
Naranjal,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.5144970206696,19.328301352872437
Maimón,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.28490290812165,18.89937381116969
Los Guázaros,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.52257011565852,18.858862274851766
El Meche,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.5329104474626,18.847935105374006
Rincón de Yuboa,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.36156662148514,18.783305080876058
Los Quemados,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.47313983382323,18.87915605897389
Bonao,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.40762188134721,18.95915866888985
Los Corosos,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.20088697823324,19.054959660633898
La Jagua,inactiva o no reportada,INDRHI,hidrométrica,pública,-69.70796267474671,19.148819379694995
La Bija,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.12723441856889,19.14948209737619
Bayacanes,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.5815320783857,19.235650502864477
"Cenoví, Los Limones",inactiva o no reportada,INDRHI,hidrométrica,pública,-70.34905634302483,19.31966170458696
El pino de Yuna,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.2972259521484,18.8947219848633
Abadesa,inactiva o no reportada,INDRHI,hidrométrica,pública,-69.9264283995321,19.01863264960775
Los Plátanos,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.1122849327979,19.122139266697815
Ranchito,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.38871644220741,19.175078514058782
Los Tres Pasos,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.0787913797197,18.976401350875328
La Cabirma,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.1152162397556,18.97470361565409
Pinalito,inactiva o no reportada,INDRHI,hidrométrica,pública,-70.28922984837727,18.896614978980043
La Boca,regular,INDRHI,hidrométrica,pública,-70.30209329910095,19.245775809518932
Jaya,regular,INDRHI,hidrométrica,pública,-70.3024978637695,19.2455558776855
Rincón,regular,INDRHI,hidrométrica,pública,-70.40695098740946,19.10508700296321
Villa Riva,regular,INDRHI,hidrométrica,pública,-69.90444265628129,19.17439869879099
El Limón,regular,INDRHI,hidrométrica,pública,-69.81921031277749,19.15301112893035
BAIGUAQUEPILONES LOS,activa o bueno,INDRHI,hidrométrica,pública,-70.8794479370117,19.3488883972168
BAIGUAQUEPILONES LOS,activa o bueno,INDRHI,hidrométrica,pública,-70.8794479370117,19.3488883972168
ARPT. ARROYO BARRIL,activa o bueno,ONAMET,meteoclimática,pública,-69.43144,19.2005
ARPT. GREGORIO LUPERÓN,activa o bueno,ONAMET,meteoclimática,pública,-70.56316,19.75416
ARPT. MARÍA MONTEZ,activa o bueno,ONAMET,meteoclimática,pública,-71.12288,18.24861
BAYAGUANA,activa o bueno,ONAMET,meteoclimática,pública,-69.63083,18.74216
CABO ENGAÑO,activa o bueno,ONAMET,meteoclimática,pública,-68.3255,18.616784
CABRERA,activa o bueno,ONAMET,meteoclimática,pública,-69.90633,19.64436
CONSTANZA,activa o bueno,ONAMET,meteoclimática,pública,-70.71619,18.91173
HONDO VALLE,activa o bueno,ONAMET,meteoclimática,pública,-71.69364,18.71213
JARABACOA,activa o bueno,ONAMET,meteoclimática,pública,-70.605721,19.125508
JIMANÍ,activa o bueno,ONAMET,meteoclimática,pública,-71.85301,18.49278
ARPT. DE LA ROMANA,activa o bueno,ONAMET,meteoclimática,pública,-68.90925,18.448528
LA VEGA,activa o bueno,ONAMET,meteoclimática,pública,-70.53108,19.22275
LA VICTORIA,activa o bueno,ONAMET,meteoclimática,pública,-69.839562,18.597791
ARPT. DE LAS AMÉRICAS,activa o bueno,ONAMET,meteoclimática,pública,-69.67959,18.43306
LOS LLANOS,activa o bueno,ONAMET,meteoclimática,pública,-69.490958,18.62499
LOYOLA (SCR ),activa o bueno,ONAMET,meteoclimática,pública,-70.112727,18.411929
MOCA,activa o bueno,ONAMET,meteoclimática,pública,-70.532128,19.388109
MONCIÓN,activa o bueno,ONAMET,meteoclimática,pública,-71.16163,19.40988
MONTE CRISTI,activa o bueno,ONAMET,meteoclimática,pública,-71.6535,19.84988
OVIEDO,activa o bueno,ONAMET,meteoclimática,pública,-71.40403,17.80205
PADRE LAS CASAS,activa o bueno,ONAMET,meteoclimática,pública,-70.94115,18.730262
PERALTA,activa o bueno,ONAMET,meteoclimática,pública,-70.75596,18.57806
POLO,activa o bueno,ONAMET,meteoclimática,pública,-71.27231,18.08746
RANCHO ARRIBA,activa o bueno,ONAMET,meteoclimática,pública,-70.44973,18.69438
RÍO SAN JUAN,activa o bueno,ONAMET,meteoclimática,pública,-70.074753,19.632512
SABANA DE LA MAR,activa o bueno,ONAMET,meteoclimática,pública,-69.388833,19.052667
SALCEDO,activa o bueno,ONAMET,meteoclimática,pública,-70.414978,19.375306
SAMANÁ,activa o bueno,ONAMET,meteoclimática,pública,-69.33286,19.20438
SAN JOSÉ DE OCOA,activa o bueno,ONAMET,meteoclimática,pública,-70.509495,18.542
SAN RAFAEL DEL YUMA,activa o bueno,ONAMET,meteoclimática,pública,-68.67416,18.426103
SÁNCHEZ,activa o bueno,ONAMET,meteoclimática,pública,-69.61311,19.23314
SANTIAGO,activa o bueno,ONAMET,meteoclimática,pública,-70.69806,19.50054
SANTO DOMINGO ESTE,activa o bueno,ONAMET,meteoclimática,pública,-69.870528,18.473389
VILLA RIVA,activa o bueno,ONAMET,meteoclimática,pública,-69.91483,19.17993
VILLA VÁSQUEZ,activa o bueno,ONAMET,meteoclimática,pública,-71.457297,19.742069
VILLA ALTAGRACIA,activa o bueno,ONAMET,meteoclimática,pública,-70.170604,18.675819
ALTAMIRA,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.834,19.67516
ANGELINA,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.219772,19.131379
ARPT. DE PUNTA CANA,inactiva o no reportada,ONAMET,meteoclimática,pública,-68.35941,18.564
ARPT. DEL CIBAO,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.59781,19.40305
ARPT. EL CATEY,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.73366,19.267
ARPT. LA ISABELA,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.98158,18.57696
ARROYO LORO,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.27818,18.81403
BANÍ,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.310141,18.278667
BÁNICA,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.698361,19.081556
BASE AÉREA DE SAN ISIDRO,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.769894,18.499443
BOHECHÍO,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.991503,18.77747
BONAO,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.405,18.933167
CABRAL,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.219201,18.247844
COTUÍ,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.15273,19.04825
DAJABÓN,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.70436,19.54325
DUVERGÉ,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.51814,18.37666
EL CERCADO,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.51884,18.72556
EL SEIBO,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.03995,18.774383
ELÍAS PIÑA,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.70133,18.876
ENRIQUILLO,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.241726,17.891649
GASPAR HERNÁNDEZ,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.27311,19.62383
GURABO,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.667133,19.497939
HATO MAYOR,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.255567,18.770052
HIGÜEY,inactiva o no reportada,ONAMET,meteoclimática,pública,-68.700981,18.62045
IMBERT,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.830419,19.756257
JARDÍN BOTÁNICO NACIONAL,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.952926,18.494893
JUMA BONAO,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.385492,18.900467
LA VEGA - IATESA,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.55246,19.2523
LA VEGA - M. A.,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.4985,19.1992
LAS MATAS DE FARFÁN,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.528194,18.874778
LAS MATAS DE SANTA CRUZ,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.50686,19.65356
LIMÓN DEL YUNA,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.78488,19.11985
LOMA DE CABRERA,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.612283,19.419246
LUPERÓN,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.964236,19.887171
MAO,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.04966,19.58833
MICHES,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.04221,18.980991
MONTE PLATA,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.7816,18.802429
NAVARRETE,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.867391,19.560624
NEIBA,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.418885,18.483474
PARQUE MIRADOR NORTE,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.931117,18.527627
PARQUE MIRADOR SUR,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.93416,18.45298
RADIOSONDA,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.870159,18.474157
RESTAURACIÓN,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.68913,19.31497
SABANA GRANDE DE BOYÁ,inactiva o no reportada,ONAMET,meteoclimática,pública,-69.800986,18.943844
SAN CRISTÓBAL,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.09011,18.4071
SANTIAGO RODRÍGUEZ,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.338987,19.477117
TÁBARA ABAJO,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.86903,18.46438
TAMBORIL,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.611409,19.483423
VILLA ISABELA,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.05694,19.82111
VILLA LOS ALMÁCIGOS,inactiva o no reportada,ONAMET,meteoclimática,pública,-71.443281,19.410804
YAMASÁ,inactiva o no reportada,ONAMET,meteoclimática,pública,-70.021748,18.772706
